index,unit2_pos,unit1_beam_32,unit1_beam_64
3438,"[0.45193601435209774, 0.7844311376842115]",21,41
3439,"[0.44554492450544375, 0.7834331337514308]",21,42
3440,"[0.43887352369058624, 0.7824351297477375]",23,45
3441,"[0.43194049931956896, 0.7814371258149568]",24,47
3442,"[0.4247271639936264, 0.7814371258149568]",25,48
3443,"[0.417252205111524, 0.7819361277813472]",26,51
3444,"[0.40949693526121816, 0.7824351297477375]",27,54
3445,"[0.40299372103524966, 0.780938123777654]",28,54
3446,"[0.39708850351666264, 0.7824351297477375]",28,55
3447,"[0.39120197338356283, 0.7839321357178212]",28,55
3448,"[0.38533413066250666, 0.7849301397924268]",28,56
3449,"[0.37946628792817233, 0.7864271457625103]",30,59
3450,"[0.373635820004647, 0.7869261477289006]",30,60
3451,"[0.36780535206784354, 0.7879241516616814]",32,62
3452,"[0.3619748841443183, 0.7884231536280717]",31,62
3453,"[0.3561817910050457, 0.788922155736287]",31,62
3454,"[0.35100538197192, 0.788922155736287]",31,62
3455,"[0.3460158469131705, 0.788922155736287]",32,62
3456,"[0.34119449843003186, 0.7884231536280717]",32,62
3457,"[0.33654133652250395, 0.787425149695291]",32,62
3458,"[0.5679100014903075, 0.8113772455002772]",2,2
3459,"[0.5607714157594267, 0.8128742514703607]",8,15
3460,"[0.5535020182371878, 0.8138722555449663]",1,2
3461,"[0.5460831215381036, 0.8153692615150498]",2,2
3462,"[0.5384399760803904, 0.818363273455217]",2,4
3463,"[0.5313200777349968, 0.8193612774589101]",2,4
3464,"[0.5241441172065852, 0.8203592815335157]",3,5
3465,"[0.516949469279408, 0.821357285395384]",4,7
3466,"[0.5096987591559345, 0.82285429143638]",6,11
3467,"[0.5024106742349302, 0.8238522954400731]",6,10
3468,"[0.4950852145296732, 0.8258483034474595]",6,12
3469,"[0.4877223800268853, 0.827345309417543]",7,14
3470,"[0.48032217072656647, 0.8293413174249293]",9,17
3471,"[0.4725295260787297, 0.8323353293650964]",9,17
3472,"[0.4644378830904805, 0.8333333332978771]",11,20
3473,"[0.45636492748771845, 0.8338323354060924]",12,22
3474,"[0.4483480340812528, 0.8343313373724828]",13,26
3475,"[0.44036851547231803, 0.8348303394097856]",14,27
3476,"[0.43244505904640135, 0.8353293413761759]",15,29
3477,"[0.4245589774180156, 0.8363273453089566]",16,31
3478,"[0.4167102705871607, 0.836826347275347]",17,34
3479,"[0.40889893855383674, 0.8373253493835622]",19,38
3480,"[0.4014426670572216, 0.8378243513499526]",20,38
3481,"[0.3941732695482609, 0.8383233532454305]",27,54
3482,"[0.38684780982972566, 0.8388223553536458]",22,42
3483,"[0.37942891314391963, 0.8393213573200361]",22,43
3484,"[0.37195395424853905, 0.8403193613237293]",24,47
3485,"[0.3644229331701403, 0.8408183632901196]",24,46
3486,"[0.35679847511119256, 0.8418163672229003]",25,49
3487,"[0.3491179548559485, 0.8423153693311156]",26,51
3488,"[0.34136268500564265, 0.8433133732638963]",26,51
3489,"[0.3349715951589886, 0.8443113772675895]",27,54
3490,"[0.3294401255758759, 0.8468063872413663]",28,55
3491,"[0.32403946778412124, 0.848802395319665]",28,55
3492,"[0.3188256839534646, 0.8502994011479236]",28,55
3493,"[0.31376139931293157, 0.8517964071889196]",30,59
3494,"[0.3088466138359657, 0.8522954092262224]",30,59
3495,"[0.3041000149478888, 0.8527944111926128]",30,60
3496,"[0.29952160263542266, 0.8527944111926128]",31,62
3497,"[0.29509268948652373, 0.8527944111926128]",31,62
3498,"[0.29092539990706284, 0.8512974052225293]",31,62
3499,"[0.28774854238250125, 0.8512974052225293]",31,62
3500,"[0.28459037225670514, 0.8502994011479236]",32,62
3501,"[0.28148826431392715, 0.848802395319665]",32,62
3502,"[0.6222529526121884, 0.8398203592864265]",8,2
3503,"[0.6157871131704726, 0.8448103792339798]",2,2
3504,"[0.6101995814043417, 0.8463073852749758]",2,2
3505,"[0.6041074899113784, 0.848802395319665]",2,2
3506,"[0.5979593362221188, 0.8517964071889196]",3,4
3507,"[0.5918111825328591, 0.8547904191999991]",3,6
3508,"[0.5856256540593469, 0.8582834331065565]",4,6
3509,"[0.5794027507883036, 0.8617764470840263]",5,8
3510,"[0.5731798475039822, 0.8657684630278866]",5,10
3511,"[0.5669195694354081, 0.8702594810090496]",6,11
3512,"[0.5606219165825813, 0.8752495010275154]",7,14
3513,"[0.5543616385140072, 0.876746506997599]",9,17
3514,"[0.5463447451075416, 0.8782435129676825]",9,17
3515,"[0.538383913884094, 0.8797405190086784]",11,20
3516,"[0.5304791448569428, 0.8812375249787621]",11,21
3517,"[0.522630438026088, 0.882734531019758]",12,23
3518,"[0.5148564807902949, 0.8837325349525387]",14,26
3519,"[0.5071198983387545, 0.8852295409226223]",15,29
3520,"[0.49943937808351035, 0.8867265468927058]",15,29
3521,"[0.4918336074100499, 0.8882235529337017]",17,34
3522,"[0.4848632082547799, 0.887225549000921]",18,36
3523,"[0.4773134997776157, 0.8902195608701756]",20,38
3524,"[0.4696890417053898, 0.8922155689484744]",20,39
3525,"[0.46202720884891113, 0.8942115768140358]",22,43
3526,"[0.4543093137961362, 0.8962075848923347]",22,43
3527,"[0.4465166691615776, 0.8972055889669402]",23,45
3528,"[0.43868664971621, 0.8982035928288086]",24,48
3529,"[0.43080056810110245, 0.8992015967615893]",25,49
3530,"[0.42285842427642034, 0.8997005988698045]",26,52
3531,"[0.4162057108603283, 0.9001996008361949]",26,52
3532,"[0.41258035580523067, 0.8987025947951989]",27,54
3533,"[0.4088055015732877, 0.8972055889669402]",28,55
3534,"[0.40486246075245574, 0.8957085827841194]",29,57
3535,"[0.40076992076805656, 0.8942115768140358]",30,59
3536,"[0.39650919419476843, 0.8927145709148647]",30,59
3537,"[0.39209896845791314, 0.8912175649447812]",30,59
3538,"[0.38753924353093433, 0.8897205589037853]",31,62
3539,"[0.3828113320416229, 0.8882235529337017]",31,62
3540,"[0.3789243534170872, 0.8847305389562319]",31,62
3541,"[0.37520556136816235, 0.8822355290533677]",32,63
3542,"[0.3716362684960829, 0.8792415169004633]",31,62
3543,"[0.36821647480084874, 0.8757485029229933]",32,63
3544,"[0.36494618029573817, 0.8717564870500456]",32,62
3545,"[0.6694386305778667, 0.7170658682504158]",8,15
3546,"[0.6627298549787565, 0.718063872254109]",8,2
3547,"[0.655871580202801, 0.719560878295105]",2,3
3548,"[0.6491628046036908, 0.7205588822278857]",2,2
3549,"[0.6424914037888333, 0.7230538922725749]",3,4
3550,"[0.6358013155884886, 0.7250499002090487]",2,4
3551,"[0.629073852590613, 0.7265469061791322]",2,3
3552,"[0.6223463895927374, 0.7285429141865186]",3,4
3553,"[0.6155628643985654, 0.7300399201566021]",4,7
3554,"[0.6087793392043935, 0.731536926197598]",4,10
3555,"[0.6019584392259689, 0.7330339321676816]",6,10
3556,"[0.5951188518487788, 0.7345309382086775]",6,10
3557,"[0.5879242039083236, 0.7360279440369362]",7,14
3558,"[0.5811967409104479, 0.7365269461451515]",9,14
3559,"[0.5744132157295542, 0.7365269461451515]",9,16
3560,"[0.5675549409403204, 0.7370259481115419]",9,17
3561,"[0.5606406039680686, 0.7370259481115419]",11,20
3562,"[0.5536702048127986, 0.7375249501488447]",12,22
3563,"[0.5466437434612322, 0.7375249501488447]",12,23
3564,"[0.5395425325146042, 0.738023952115235]",14,27
3565,"[0.532385259384958, 0.7385229540816254]",15,28
3566,"[0.5249850500846391, 0.7390219561898406]",16,31
3567,"[0.5182762744722508, 0.7400199601226213]",16,32
3568,"[0.5114366870950607, 0.7410179640554021]",17,34
3569,"[0.504484975325278, 0.7420159680590952]",19,37
3570,"[0.49742113917618075, 0.7430139721337008]",20,39
3571,"[0.4902078038502382, 0.7435129741000912]",20,39
3572,"[0.48290103154374664, 0.744011976137394]",22,43
3573,"[0.4754634474458969, 0.744011976137394]",22,44
3574,"[0.4678950515699673, 0.7445109781037844]",23,48
3575,"[0.45954178501228005, 0.7455089820365651]",24,48
3576,"[0.4535057557156131, 0.7430139721337008]",25,52
3577,"[0.44735760202635344, 0.7415169660927049]",26,52
3578,"[0.4410786365590139, 0.7405189620890117]",27,54
3579,"[0.4346875467123599, 0.7405189620890117]",28,55
3580,"[0.42818433248639143, 0.7410179640554021]",28,55
3581,"[0.42156899386783026, 0.7425149701673105]",28,55
3582,"[0.4148415308699547, 0.7450099800701747]",30,59
3583,"[0.40798325609399916, 0.7480039920812542]",30,58
3584,"[0.40196591418281946, 0.7480039920812542]",30,60
3585,"[0.39656525639106477, 0.7495009980513377]",30,59
3586,"[0.3913140977628773, 0.7504990019841185]",30,60
3587,"[0.38624981312234424, 0.7504990019841185]",31,62
3588,"[0.381353715057422, 0.7500000000177282]",32,63
3589,"[0.37662580355483233, 0.7490019960140349]",32,62
3590,"[0.37208476602661894, 0.7475049901148638]",32,63
3591,"[0.3676932276885291, 0.7450099800701747]",32,62
3592,"[0.5691059949183486, 0.6841317365540159]",2,2
3593,"[0.5626027806791019, 0.6841317365540159]",2,2
3594,"[0.5562677530287442, 0.6856287425950119]",2,2
3595,"[0.5499140379663429, 0.6866267464568803]",2,3
3596,"[0.5435416355184544, 0.6876247505314859]",2,3
3597,"[0.5371692330705657, 0.6886227544642666]",3,4
3598,"[0.530796830609399, 0.6896207584679598]",3,5
3599,"[0.5244057407627449, 0.690119760576175]",3,5
3600,"[0.518014650916091, 0.6906187625425654]",4,8
3601,"[0.5116048736706715, 0.6906187625425654]",6,11
3602,"[0.5054940947789428, 0.6916167664753461]",6,11
3603,"[0.4989721931542089, 0.6931137724454296]",7,13
3604,"[0.4923381671368823, 0.6946107784864256]",8,14
3605,"[0.4855920167402412, 0.6956087824901187]",9,17
3606,"[0.4787524293630511, 0.6966067864228994]",9,17
3607,"[0.4718007175932684, 0.6971057883892898]",11,21
3608,"[0.4647368814441712, 0.6976047904265926]",12,22
3609,"[0.457579608314525, 0.698103792392983]",12,23
3610,"[0.4503288981910515, 0.698103792392983]",14,26
3611,"[0.44240544176513485, 0.7015968063704529]",15,28
3612,"[0.4361638510953262, 0.7000998004712817]",16,31
3613,"[0.42969801165361043, 0.6986027943593733]",17,34
3614,"[0.4229892360545003, 0.6971057883892898]",18,34
3615,"[0.41605621168348295, 0.6956087824901187]",19,37
3616,"[0.4088802511550713, 0.6941117765200352]",20,39
3617,"[0.4014800418547525, 0.6926147704790392]",22,42
3618,"[0.39385558379580476, 0.6911177645089557]",22,43
3619,"[0.3859881895661844, 0.6896207584679598]",24,47
3620,"[0.3792981013525615, 0.6851297406286216]",24,47
3621,"[0.3737853191814924, 0.6826347305839324]",26,52
3622,"[0.3681043504215343, 0.6806387225765461]",27,53
3623,"[0.3622365077004781, 0.6791417166064626]",28,55
3624,"[0.3562004783905329, 0.6776447105654666]",29,57
3625,"[0.34999626251825516, 0.6771457086699887]",28,56
3626,"[0.3436051726716012, 0.6766467067035984]",29,57
3627,"[0.33704589624933634, 0.6766467067035984]",30,60
3628,"[0.33029974585269534, 0.6771457086699887]",30,60
3629,"[0.3245253401121882, 0.6751497006626024]",30,58
3630,"[0.3182837494423795, 0.6786427144982473]",30,60
3631,"[0.3122103453349035, 0.6816367266511517]",32,62
3632,"[0.3063238152150819, 0.6831337325503228]",31,62
3633,"[0.3006241590696365, 0.6841317365540159]",32,63
3634,"[0.5492226042784124, 0.7250499002090487]",8,14
3635,"[0.5424951412672586, 0.7275449102537379]",2,2
3636,"[0.5355994916937722, 0.7305389221229924]",2,2
3637,"[0.5288720286958966, 0.7330339321676816]",3,2
3638,"[0.5221071909137683, 0.7360279440369362]",3,4
3639,"[0.5152862909220655, 0.7390219561898406]",4,7
3640,"[0.5083719539498136, 0.7420159680590952]",4,6
3641,"[0.5013828673825, 0.7450099800701747]",6,11
3642,"[0.4943377186454464, 0.7475049901148638]",6,11
3643,"[0.48719913290128747, 0.7504990019841185]",7,13
3644,"[0.4799857975753449, 0.7529940120288077]",8,15
3645,"[0.4726977126543405, 0.7549900199652815]",9,17
3646,"[0.4649611302160783, 0.7589820359091417]",10,19
3647,"[0.457093735986458, 0.7594810378755321]",11,20
3648,"[0.44920765435807225, 0.7599800399837473]",12,23
3649,"[0.44126551053339014, 0.760978043916528]",14,26
3650,"[0.4333046793232208, 0.7619760479202212]",14,27
3651,"[0.42528778591675515, 0.7629740519948268]",16,30
3652,"[0.4172335177127586, 0.7639720558566951]",17,33
3653,"[0.4091605621099966, 0.765469061897691]",19,34
3654,"[0.4010315443242164, 0.7669660678677747]",19,38
3655,"[0.39293990132268897, 0.7729540918899336]",20,39
3656,"[0.3845866347650017, 0.7739520958227143]",20,40
3657,"[0.37634549259990707, 0.7749500998264075]",22,43
3658,"[0.36821647480084874, 0.7759481037591882]",24,46
3659,"[0.3602182687931485, 0.7769461078337938]",24,47
3660,"[0.3523134997792755, 0.7774451098001842]",25,48
3661,"[0.3445395425302042, 0.7784431138038773]",25,49
3662,"[0.33687770967372554, 0.7789421157702677]",27,52
3663,"[0.3293280011965614, 0.7794411177366581]",28,55
3664,"[0.3220959784718534, 0.7794411177366581]",28,55
3665,"[0.31736806696926373, 0.7794411177366581]",28,55
3666,"[0.31262146808118685, 0.7784431138038773]",30,58
3667,"[0.3078935565785972, 0.777944111837487]",30,59
3668,"[0.3031469576905203, 0.7769461078337938]",30,59
3669,"[0.2984003588024434, 0.7754491017927979]",30,59
3670,"[0.2936350725023229, 0.773453093856324]",31,62
3671,"[0.28888847361424597, 0.7719560878862405]",32,62
3672,"[0.28412318732740366, 0.7694610778415513]",32,62
3673,"[0.2798624607541155, 0.765469061897691]",32,62
3674,"[0.2775825982906261, 0.7594810378755321]",32,63
3675,"[0.5352444311570633, 0.8917165669111716]",8,2
3676,"[0.5284982807604223, 0.8922155689484744]",2,2
3677,"[0.521471819408856, 0.8937125748476455]",2,2
3678,"[0.5141650470890862, 0.8957085827841194]",2,4
3679,"[0.5070264613582054, 0.8977045908624182]",2,3
3680,"[0.5006353714982732, 0.8982035928288086]",2,4
3681,"[0.4941508446710702, 0.8987025947951989]",3,4
3682,"[0.4875728808500399, 0.8987025947951989]",4,7
3683,"[0.48088279263641703, 0.8992015967615893]",4,7
3684,"[0.47408058005675785, 0.8997005988698045]",6,11
3685,"[0.46720361788203685, 0.9001996008361949]",6,11
3686,"[0.4601958439159578, 0.9006986028025852]",7,13
3687,"[0.4530946329826079, 0.901197604839888]",8,15
3688,"[0.4447413664249206, 0.9031936128472744]",9,16
3689,"[0.43760278068076164, 0.902694610880884]",9,17
3690,"[0.43042682015234995, 0.9021956087726688]",11,20
3691,"[0.42319479742764193, 0.9016966068062784]",11,22
3692,"[0.41592539990540306, 0.901197604839888]",12,23
3693,"[0.408599940200146, 0.901197604839888]",14,26
3694,"[0.40121841829859267, 0.901197604839888]",15,29
3695,"[0.39378083420074295, 0.901197604839888]",16,31
3696,"[0.3863058753186406, 0.901197604839888]",17,34
3697,"[0.3793541635488578, 0.9021956087726688]",19,36
3698,"[0.37191657945100814, 0.9031936128472744]",19,37
3699,"[0.36438555837260944, 0.9041916167800551]",20,39
3700,"[0.35676110031366165, 0.9046906188173579]",21,42
3701,"[0.3490432052608867, 0.9056886227501386]",22,44
3702,"[0.3412318732275627, 0.9061876248583539]",23,46
3703,"[0.3333084168016461, 0.9066866267538318]",24,47
3704,"[0.32531021079394584, 0.9071856287202221]",25,49
3705,"[0.31719988039365293, 0.9076846306866125]",26,51
3706,"[0.3101173568590685, 0.9086826347612181]",27,53
3707,"[0.3037449543979017, 0.9116766467722976]",28,55
3708,"[0.2974659889305622, 0.9146706587833772]",28,55
3709,"[0.29131783525458077, 0.916666666719851]",29,57
3710,"[0.2852818059446356, 0.9181636726190221]",30,59
3711,"[0.2793579010272831, 0.9191616766227152]",30,59
3712,"[0.2735274331037578, 0.9196606787309305]",30,59
3713,"[0.2678464643437997, 0.9191616766227152]",30,59
3714,"[0.2622589325776688, 0.9186626746563249]",31,62
3715,"[0.2567835251908524, 0.9176646706526317]",32,62
3716,"[0.25209298848579365, 0.916666666719851]",32,62
3717,"[0.24757063835634568, 0.9151696607497675]",32,62
3718,"[0.24323516220127395, 0.9131736526005563]",32,62
3719,"[0.5409067125049778, 0.84131736525651]",2,2
3720,"[0.5349454328033727, 0.8398203592864265]",1,2
3721,"[0.5286851547347986, 0.8393213573200361]",2,3
3722,"[0.5221071909137683, 0.8398203592864265]",2,2
3723,"[0.5152115413270038, 0.8408183632901196]",2,3
3724,"[0.5079982060010612, 0.8423153693311156]",4,6
3725,"[0.5003737479421134, 0.8458083833085854]",4,6
3726,"[0.49338466138807796, 0.8478043912450594]",4,8
3727,"[0.48622738824515355, 0.8493013972151429]",5,10
3728,"[0.47888324114113107, 0.850798403114314]",6,11
3729,"[0.4713522200627323, 0.8527944111926128]",7,13
3730,"[0.4636343250099574, 0.8542914172336087]",9,17
3731,"[0.4557482433815716, 0.8562874251700826]",9,17
3732,"[0.4476752877788096, 0.8582834331065565]",11,21
3733,"[0.4393967708161841, 0.8597804391475525]",12,22
3734,"[0.43063238152549166, 0.8602794411139428]",13,25
3735,"[0.422223052771508, 0.8607784430803332]",14,27
3736,"[0.41373897443574087, 0.861277445117636]",16,31
3737,"[0.40521752130244276, 0.8617764470840263]",17,32
3738,"[0.3966400059728484, 0.8622754491922416]",19,37
3739,"[0.3879877410614704, 0.8627744511586319]",19,38
3740,"[0.3792981013525615, 0.8632734531250223]",20,39
3741,"[0.3705523994606345, 0.8637724551623251]",22,43
3742,"[0.36175063537241114, 0.8637724551623251]",22,43
3743,"[0.35266856031598437, 0.8657684630278866]",23,44
3744,"[0.34410973239843357, 0.8662674651361019]",24,48
3745,"[0.33564434144815364, 0.8667664671024922]",26,51
3746,"[0.3272723875049791, 0.8677644711061854]",26,51
3747,"[0.3189938705290754, 0.8682634730725758]",26,51
3748,"[0.3108274779457644, 0.868762475180791]",27,52
3749,"[0.30273583494423695, 0.8692614770762689]",28,55
3750,"[0.2947376289365367, 0.8697604790426593]",29,56
3751,"[0.28683285992266366, 0.8702594810090496]",30,60
3752,"[0.27930183884426496, 0.8712574850836552]",30,58
3753,"[0.27362087008430686, 0.8737524949865195]",30,59
3754,"[0.26803333831817594, 0.8762475050312086]",31,62
3755,"[0.26257661833012497, 0.8777445110012921]",31,62
3756,"[0.2572507101201539, 0.8782435129676825]",31,62
3757,"[0.2520369262894973, 0.8787425149340728]",31,62
3758,"[0.24693526685143335, 0.8787425149340728]",32,63
3759,"[0.5431118253866837, 0.6487025948838394]",2,2
3760,"[0.5354686799156922, 0.6516966068240065]",2,2
3761,"[0.5278442218567445, 0.6561876247342571]",2,2
3762,"[0.5201450142027351, 0.6606786427154201]",2,2
3763,"[0.5123523695548983, 0.6651696607674956]",2,3
3764,"[0.5044662879265125, 0.6691616766404433]",4,6
3765,"[0.49650545671634316, 0.6731536925843036]",4,8
3766,"[0.48845118851234665, 0.6766467067035984]",6,11
3767,"[0.48030348332780104, 0.6801397206101557]",6,12
3768,"[0.47208102854819367, 0.6836327345167131]",7,14
3769,"[0.4628494543281997, 0.6866267464568803]",9,17
3770,"[0.45374869188628564, 0.6866267464568803]",10,20
3771,"[0.4446853042286243, 0.6876247505314859]",11,21
3772,"[0.4356966661660247, 0.6881237524978762]",12,23
3773,"[0.426745402900956, 0.6891217565015694]",14,27
3774,"[0.4178502018189054, 0.6906187625425654]",15,29
3775,"[0.4090110629331512, 0.6921157684417364]",17,33
3776,"[0.4002279862436933, 0.6936127744118199]",18,34
3777,"[0.3915009717505317, 0.6956087824901187]",19,38
3778,"[0.3823254597135559, 0.698103792392983]",20,39
3779,"[0.3735050082265671, 0.6996007984339789]",22,42
3780,"[0.3648153685176582, 0.7015968063704529]",23,44
3781,"[0.35627522798559474, 0.7025948104450584]",24,48
3782,"[0.3478845866303766, 0.704091816415142]",25,48
3783,"[0.33964344446528194, 0.7050898204897476]",26,51
3784,"[0.33153311406498903, 0.7060878243516159]",26,51
3785,"[0.32359097025358513, 0.7070858282843966]",26,51
3786,"[0.3157983256057484, 0.7080838323590022]",29,57
3787,"[0.3081364927492698, 0.7085828343253926]",28,55
3788,"[0.3024742113880771, 0.7090818363626954]",29,58
3789,"[0.2969240544194771, 0.7085828343253926]",24,47
3790,"[0.2915420840132097, 0.7080838323590022]",31,62
3791,"[0.2862909253983004, 0.7070858282843966]",31,62
3792,"[0.28118926596023647, 0.7060878243516159]",31,62
3793,"[0.27621841830025246, 0.704091816415142]",32,62
3794,"[0.27139706981711376, 0.7020958083368432]",32,63
3795,"[0.2667252205108204, 0.6996007984339789]",32,63
3796,"[0.26110031394715866, 0.6976047904265926]",32,62
3797,"[0.5537262670090949, 0.568363273472945]",8,15
3798,"[0.5473351771491627, 0.5678642715065547]",8,14
3799,"[0.5407198385438798, 0.5678642715065547]",2,2
3800,"[0.5338802511534115, 0.5688622754393354]",2,3
3801,"[0.526797727618827, 0.5698602794430285]",2,3
3802,"[0.5194162057039955, 0.5713572854840245]",4,7
3803,"[0.513043803256107, 0.5743512974241917]",3,6
3804,"[0.5064658394350767, 0.5778443114016615]",4,6
3805,"[0.4997010016396702, 0.5803393214463506]",4,8
3806,"[0.4927306024844002, 0.5833333333156052]",6,11
3807,"[0.4855733293414758, 0.585329341393904]",7,14
3808,"[0.4782291822374533, 0.5873253492594654]",7,14
3809,"[0.4706607863615237, 0.5893213573377643]",9,16
3810,"[0.4629242039099833, 0.5908183633787603]",9,17
3811,"[0.4555239946096645, 0.5918163672406285]",10,20
3812,"[0.44846015846056725, 0.5933133732816245]",11,22
3813,"[0.4413215727296865, 0.5943113772853176]",12,24
3814,"[0.43410823740374394, 0.5958083831844887]",14,26
3815,"[0.4268201524827396, 0.5973053892254847]",15,28
3816,"[0.41945731797995167, 0.5988023951955682]",16,30
3817,"[0.41200104649661473, 0.6002994012365642]",17,34
3818,"[0.40448871280370324, 0.6017964072066477]",18,34
3819,"[0.39688294214352093, 0.6032934131767312]",19,38
3820,"[0.3900433547530527, 0.6037924151431215]",20,39
3821,"[0.38258708326971574, 0.6052894211841175]",22,42
3822,"[0.37518687396939693, 0.6062874251168983]",22,43
3823,"[0.36784272686537445, 0.6072854291205915]",23,45
3824,"[0.36053595454560466, 0.6077844312288067]",24,47
3825,"[0.35326655703664395, 0.6087824351615875]",25,49
3826,"[0.3460532217107014, 0.6097804391652806]",26,51
3827,"[0.338895948567777, 0.6107784430980613]",26,51
3828,"[0.33177605023566165, 0.6112774450644517]",28,54
3829,"[0.32527283599641493, 0.6127744511763601]",28,55
3830,"[0.31985349080589487, 0.6167664671202203]",28,55
3831,"[0.3145275825959238, 0.6202594810267777]",29,57
3832,"[0.30931379877854537, 0.6232534930378573]",30,59
3833,"[0.3042308267259687, 0.6262475049780243]",30,59
3834,"[0.29924129166721924, 0.6287425150227134]",30,60
3835,"[0.29438256839982785, 0.6307385229591873]",31,62
3836,"[0.28963596949847276, 0.6322355289292708]",32,62
3837,"[0.28500149498971034, 0.6332335330038764]",31,62
3838,"[0.2807033936321695, 0.6342315369366572]",32,62
3839,"[0.2789841530918088, 0.6357285429067407]",32,63
3840,"[0.2771901629563863, 0.636227544873131]",32,62
3841,"[0.5897742562400423, 0.7504990019841185]",8,2
3842,"[0.5825422335153343, 0.751497006058724]",2,2
3843,"[0.5751793990125463, 0.7524950100624173]",2,2
3844,"[0.5678726266927766, 0.7524950100624173]",2,3
3845,"[0.5608835401387412, 0.7544910179279787]",2,3
3846,"[0.5538570787871748, 0.7559880238980622]",3,4
3847,"[0.5468493048210957, 0.7574850300099707]",4,6
3848,"[0.5398228434695295, 0.7594810378755321]",4,7
3849,"[0.5327776947191977, 0.760978043916528]",5,8
3850,"[0.5257512333676314, 0.7629740519948268]",6,11
3851,"[0.5186873972185342, 0.7649700599313007]",6,12
3852,"[0.511623561069437, 0.7669660678677747]",7,14
3853,"[0.5036066676629712, 0.7674650699759898]",9,16
3854,"[0.496094333983338, 0.7674650699759898]",9,18
3855,"[0.48856331290493926, 0.7679640719423803]",11,21
3856,"[0.48106966661079326, 0.7684630739087706]",11,22
3857,"[0.4735760203299254, 0.768962075875161]",12,23
3858,"[0.4660823740490576, 0.7699600798788542]",14,26
3859,"[0.45860741515367703, 0.7709580838116349]",15,29
3860,"[0.4511324562715746, 0.7719560878862405]",15,29
3861,"[0.44367618477495946, 0.773453093856324]",17,34
3862,"[0.43745328150391627, 0.7719560878862405]",19,36
3863,"[0.43046419494988086, 0.7729540918899336]",20,39
3864,"[0.4233256092057219, 0.773453093856324]",20,39
3865,"[0.41605621168348295, 0.7749500998264075]",22,44
3866,"[0.40865600239644234, 0.7759481037591882]",23,44
3867,"[0.4011062939192782, 0.7774451098001842]",24,48
3868,"[0.39342577365075593, 0.7789421157702677]",24,47
3869,"[0.3856144416174319, 0.7804391218112637]",24,47
3870,"[0.3776536104072626, 0.7824351297477375]",26,51
3871,"[0.3711877709655468, 0.780938123777654]",27,54
3872,"[0.3638436238615243, 0.7824351297477375]",28,55
3873,"[0.35663028853558176, 0.7839321357178212]",28,55
3874,"[0.3495477649877191, 0.7849301397924268]",30,58
3875,"[0.3425773658191709, 0.7859281437252075]",30,59
3876,"[0.3357564658407463, 0.7869261477289006]",30,59
3877,"[0.32904769024163616, 0.787425149695291]",30,58
3878,"[0.3224697264206059, 0.7879241516616814]",31,61
3879,"[0.3160225743776555, 0.7884231536280717]",32,63
3880,"[0.3100799820615376, 0.7894211577026773]",31,62
3881,"[0.30566975631140414, 0.7929141716092347]",31,62
3882,"[0.30140902975139416, 0.7954091816539238]",32,63
3883,"[0.29731648976699504, 0.7974051896613102]",32,62
3884,"[0.5740207803820362, 0.739520958156231]",8,15
3885,"[0.5675736283390859, 0.7430139721337008]",2,2
3886,"[0.561014351916821, 0.7465069860402582]",2,3
3887,"[0.5543803258994945, 0.7495009980513377]",2,2
3888,"[0.5476528629016189, 0.7529940120288077]",2,2
3889,"[0.5408319629231942, 0.7559880238980622]",3,5
3890,"[0.5339176259509424, 0.7589820359091417]",3,4
3891,"[0.526928539396907, 0.7624750500284365]",4,6
3892,"[0.5198460158490443, 0.7649700599313007]",4,6
3893,"[0.5131746150341868, 0.7674650699759898]",5,10
3894,"[0.5068022125862983, 0.7709580838116349]",6,11
3895,"[0.5002616235627989, 0.7739520958227143]",6,11
3896,"[0.49351547316615785, 0.7759481037591882]",7,13
3897,"[0.48656376139637514, 0.7784431138038773]",9,16
3898,"[0.47942517566549436, 0.7799401198448733]",9,17
3899,"[0.4720997159469591, 0.7814371258149568]",11,20
3900,"[0.4645686948685604, 0.7819361277813472]",12,22
3901,"[0.45683211241702, 0.7824351297477375]",12,26
3902,"[0.4498430258629846, 0.7849301397924268]",14,27
3903,"[0.44291000149196724, 0.7869261477289006]",15,38
3904,"[0.4358648527416355, 0.7884231536280717]",26,28
3905,"[0.4286515174156929, 0.7899201597399801]",17,34
3906,"[0.4213073703116705, 0.7914171657809761]",19,36
3907,"[0.4138324114162899, 0.7924151696428444]",19,38
3908,"[0.4061892659585767, 0.7934131735756251]",20,39
3909,"[0.39841530870950537, 0.7939121756838403]",21,41
3910,"[0.3905105396956324, 0.7949101796875335]",23,44
3911,"[0.3826992076490302, 0.798403193594091]",23,44
3912,"[0.37544849752555676, 0.799401197597784]",24,46
3913,"[0.368309911794676, 0.8008982035678677]",25,49
3914,"[0.3612647630443442, 0.8023952096088636]",26,51
3915,"[0.35435042607209233, 0.8038922155789471]",26,51
3916,"[0.3475295260803895, 0.8058882235863335]",26,52
3917,"[0.3408394378800448, 0.8083832334891977]",28,55
3918,"[0.3342427866602491, 0.8103792415674965]",28,55
3919,"[0.3277769472318115, 0.8133732534367512]",28,55
3920,"[0.32151666914995924, 0.8148702595486595]",29,58
3921,"[0.3182276872460832, 0.8188622754925198]",30,59
