index,unit2_pos,unit1_beam_32,unit1_beam_64
4052,"[0.3093698609615635, 0.7539920159615884]",30,59
1178,"[0.6855658543846253, 0.773453093856324]",2,3
1631,"[0.7696404544725831, 0.6711576846478297]",22,42
5102,"[0.22722006278710805, 0.7539920159615884]",17,34
4165,"[0.5652937658888747, 0.6422155688952901]",7,13
3474,"[0.4483480340812528, 0.8343313373724828]",13,26
2966,"[0.6451450142010753, 0.5848303393566012]",16,31
331,"[0.7841792495170609, 0.5578842315405355]",2,2
2395,"[0.5214344446113252, 0.7519960080251145]",6,11
1674,"[0.8406712512977949, 0.7839321357178212]",9,18
2948,"[0.7722193152897632, 0.5444111776679588]",2,2
3318,"[0.3647593063213619, 0.6711576846478297]",32,62
1499,"[0.697002541486325, 0.6467065868764531]",28,55
33,"[0.72686500224376, 0.6601796407490298]",27,54
5108,"[0.20016071161876026, 0.7564870260062775]",22,44
1725,"[0.6998056510621341, 0.8727544910537388]",20,39
2741,"[0.6207018986341603, 0.8108782435338868]",10,19
3755,"[0.26257661833012497, 0.8777445110012921]",31,62
3386,"[0.48551726715845767, 0.7230538922725749]",13,26
4118,"[0.583682164747079, 0.4535928143955673]",7,14
2611,"[0.7869262969098518, 0.7330339321676816]",7,13
2061,"[0.6140678726168337, 0.8163672654478306]",13,26
1439,"[0.8689265958941838, 0.625748503011634]",7,13
5319,"[0.26145537449714573, 0.6387225549178203]",28,54
1399,"[0.8138174615025888, 0.673652694550694]",11,20
1477,"[0.8732807594480209, 0.586826347293075]",4,7
4592,"[0.7356107041356871, 0.3053892215844869]",3,4
4268,"[0.39398639557388465, 0.585329341393904]",17,33
5088,"[0.3022499626294482, 0.7529940120288077]",6,10
1011,"[0.796793242634758, 0.5793413174426575]",2,3
1925,"[0.7500186873888068, 0.5673652693983394]",6,11
222,"[0.5374121692279601, 0.5733532934204985]",32,62
1387,"[0.9069741366336953, 0.6571856288088627]",8,2
5523,"[0.44148975930529727, 0.2784431137684211]",13,26
1142,"[0.36053595454560466, 0.7974051896613102]",32,62
5757,"[0.27857303034552544, 0.36726546910433877]",31,62
2942,"[0.5461578711331653, 0.7854291417588171]",31,62
5659,"[0.3797652862951412, 0.2939121756483841]",24,46
2295,"[0.41076767827104277, 0.8587824352147717]",32,63
2638,"[0.5809164299555226, 0.7305389221229924]",31,62
1381,"[0.6321385857358601, 0.6826347305839324]",31,62
4168,"[0.5420840185342535, 0.6501996008539229]",9,17
1721,"[0.7343399611258625, 0.8762475050312086]",15,29
2822,"[0.3909777246249339, 0.7205588822278857]",6,10
2230,"[0.47992973537904854, 0.8393213573200361]",27,52
4794,"[0.3323927343418085, 0.3507984032206826]",30,59
933,"[0.8529675586763141, 0.5214570857957533]",15,29
3501,"[0.28148826431392715, 0.848802395319665]",32,62
3914,"[0.3612647630443442, 0.8023952096088636]",26,51
3290,"[0.5452795634575804, 0.6457085828727599]",11,21
1609,"[0.8838578262729012, 0.6591816367453366]",6,10
5891,"[0.5354126177326741, 0.14371257497174228]",5,9
5130,"[0.32843100612221104, 0.7285429141865186]",4,6
4415,"[0.38382045148200944, 0.3792415170068319]",29,58
4981,"[0.49544027507966026, 0.4995009979981534]",20,39
5294,"[0.208532665575213, 0.6372255489477366]",32,63
4696,"[0.45802810584506104, 0.33732534927719354]",25,49
1141,"[0.36541336522503964, 0.7969061876949198]",31,62
4565,"[0.7153909403445294, 0.37475049895475643]",15,29
2147,"[0.4023209747328065, 0.8917165669111716]",31,62
711,"[0.5370571086779731, 0.6032934131767312]",31,62
4144,"[0.4099454327917542, 0.45708582837303713]",30,59
3082,"[0.514912542973313, 0.7000998004712817]",28,55
3517,"[0.522630438026088, 0.882734531019758]",12,23
4896,"[0.5261436687018711, 0.4935129741178193]",18,34
5774,"[0.4642323217173388, 0.10528942121957378]",9,17
3939,"[0.6019210644284381, 0.753493013995198]",4,6
1687,"[0.7441134698702198, 0.791916167676454]",23,45
773,"[0.5785805053090151, 0.8078842315228073]",9,17
1607,"[0.8943227687184672, 0.658183632670731]",6,11
5729,"[0.46139183734399886, 0.28942115759630865]",8,14
901,"[0.41925175660680997, 0.8527944111926128]",29,57
1534,"[0.7530834205340539, 0.7320359281639884]",22,43
4671,"[0.6330916429932286, 0.3273453093820868]",3,4
3205,"[0.4000037374717862, 0.868762475180791]",20,39
855,"[0.40966512183682896, 0.6976047904265926]",31,62
5959,"[0.32308641052675274, 0.06087824351615874]",31,62
2143,"[0.4203169382567711, 0.8867265468927058]",30,59
1393,"[0.861881447143852, 0.6626746507228064]",4,7
5926,"[0.5696292420306682, 0.016467065883656144]",2,3
875,"[0.5698534908025753, 0.8727544910537388]",7,13
2001,"[0.7728920615922065, 0.8233532934027703]",8,15
2011,"[0.716175811026287, 0.8298403194622321]",5,10
895,"[0.4507400209240567, 0.8577844312110786]",25,48
2254,"[0.619524592618163, 0.8522954092262224]",3,6
1604,"[0.9099641201971588, 0.6551896208014764]",4,6
5288,"[0.22966811182620828, 0.6287425150227134]",30,58
750,"[0.5036440424605022, 0.7819361277813472]",30,59
3235,"[0.6599454328017129, 0.6072854291205915]",4,6
3355,"[0.4123374196478363, 0.6896207584679598]",26,52
5155,"[0.1752504111225438, 0.8338323354060924]",26,51
84,"[0.7662954103724108, 0.5224550898703589]",2,2
4995,"[0.3820638361441179, 0.5094810378932602]",32,62
2935,"[0.5950441022537171, 0.7884231536280717]",28,54
129,"[0.6969651666887942, 0.6052894211841175]",12,22
2332,"[0.45257138585701007, 0.6846307385204063]",31,62
5608,"[0.44517117655669125, 0.34031936128827306]",14,26
886,"[0.5017192405469998, 0.8692614770762689]",17,34
1432,"[0.9172708925036503, 0.6112774450644517]",2,4
135,"[0.6398377933898697, 0.6132734531427505]",20,39
1853,"[0.6136941246813594, 0.6991017964675886]",24,47
3484,"[0.37195395424853905, 0.8403193613237293]",24,47
2065,"[0.5891949469314264, 0.8178642714888266]",19,37
4944,"[0.4633913888392848, 0.5184630739264987]",24,47
5724,"[0.49527208850404947, 0.2749500997909513]",4,6
3924,"[0.30822992972981883, 0.8258483034474595]",31,62
4716,"[0.608798026603159, 0.32634730544930607]",2,2
3629,"[0.3245253401121882, 0.6751497006626024]",30,58
523,"[0.7910375242930164, 0.6676646706703598]",2,4
1021,"[0.7377971296186275, 0.5708582835176342]",9,16
1546,"[0.6595903722517258, 0.7275449102537379]",30,60
4443,"[0.4492637165410904, 0.22305389216620616]",17,32
2828,"[0.34851995813528885, 0.7260479041418294]",11,20
5858,"[0.47303408580556217, 0.1886227544997228]",12,23
4200,"[0.5734975332564384, 0.5588822354733162]",8,2
1302,"[0.7736208700776678, 0.7175648702877186]",12,22
3739,"[0.3879877410614704, 0.8627744511586319]",19,38
112,"[0.49510390192843867, 0.5419161677650945]",31,62
479,"[0.7555875317694505, 0.6277445110899327]",9,17
2941,"[0.5526237105616029, 0.7859281437252075]",31,62
4607,"[0.6026872477114302, 0.33383233537063617]",20,40
3972,"[0.4023770369291028, 0.7614770459538309]",29,57
1919,"[0.7948684407212557, 0.5419161677650945]",2,2
4352,"[0.4812191657876386, 0.44660678644062757]",12,22
3699,"[0.36438555837260944, 0.9041916167800551]",20,39
4921,"[0.6049857975736851, 0.46806387234274954]",2,3
658,"[0.6424540290045807, 0.7155688623512447]",25,49
4514,"[0.5217147555662504, 0.3642714570932593]",2,3
5540,"[0.31577963820698296, 0.31287425157672943]",29,57
5123,"[0.12808342054235275, 0.7964071857285295]",32,63
3078,"[0.5424577664830059, 0.6956087824901187]",26,51
1274,"[0.6138623112569702, 0.6337325349702668]",31,62
1334,"[0.9331738675385018, 0.6771457086699887]",8,2
3897,"[0.48656376139637514, 0.7784431138038773]",9,16
4875,"[0.40981462101367433, 0.5089820359268699]",31,62
5472,"[0.46455000746979497, 0.2539920159970446]",8,15
1099,"[0.6358573777847849, 0.7559880238980622]",2,2
4051,"[0.3142846464385294, 0.7470059880066486]",31,60
5510,"[0.5528292719347446, 0.23502994021052417]",8,15
788,"[0.4888809986573954, 0.807385229556417]",22,43
3636,"[0.5355994916937722, 0.7305389221229924]",2,2
3943,"[0.5776835102346647, 0.7539920159615884]",7,13
1559,"[0.8913140977695164, 0.6731536925843036]",3,6
2903,"[0.651741665420871, 0.7724550899235433]",31,62
1148,"[0.6169083570034519, 0.5723552893458929]",5,9
1433,"[0.9104499925252257, 0.6132734531427505]",2,4
749,"[0.5113993122975298, 0.780938123777654]",30,59
4074,"[0.5122402451755839, 0.9051896207837482]",9,17
2044,"[0.7221557781399359, 0.802894211575254]",2,2
911,"[0.37544849752555676, 0.8363273453089566]",32,62
4089,"[0.3957803857093071, 0.9231536925665754]",24,48
305,"[0.7566153386086025, 0.6412175648206845]",10,19
5273,"[0.3346165346090016, 0.5888223553004615]",17,34
4500,"[0.326562266405005, 0.3612774450821798]",28,55
4929,"[0.5587344894533317, 0.4885229540993535]",7,14
3977,"[0.38567050381372825, 0.760978043916528]",31,60
5947,"[0.4139632231943698, 0.03892215571855885]",22,43
3545,"[0.6694386305778667, 0.7170658682504158]",8,15
1920,"[0.7876737927940786, 0.5464071856044327]",2,2
4054,"[0.3000261623489769, 0.7659680638640814]",31,62
2037,"[0.5333570040278137, 0.8223552894699896]",31,61
4201,"[0.5671064434097843, 0.5633732534544792]",2,2
3523,"[0.4773134997776157, 0.8902195608701756]",20,38
3370,"[0.6056585438761283, 0.6896207584679598]",2,2
108,"[0.5298624607507959, 0.5464071856044327]",28,55
1915,"[0.5719651666904539, 0.6551896208014764]",32,62
3070,"[0.6020145014222652, 0.6931137724454296]",17,33
3231,"[0.6883129017774162, 0.5998003992701738]",2,2
5791,"[0.3410449992531865, 0.11676646701385164]",28,55
121,"[0.7654918522918877, 0.5978043912627875]",2,4
3406,"[0.33900807294709145, 0.7594810378755321]",31,60
2595,"[0.048624607564391895, 0.6212574849595585]",28,55
4291,"[0.2701823889903073, 0.5953093812180983]",31,62
365,"[0.5856256540593469, 0.5698602794430285]",29,58
5755,"[0.29206533113880756, 0.3532934132653718]",30,59
4296,"[0.612348632076473, 0.5449101796343492]",2,2
1157,"[0.5246860517176702, 0.582335329311912]",17,34
5356,"[0.3241515921634357, 0.6002994012365642]",18,36
3294,"[0.5159777246232741, 0.6497005987457077]",15,28
1278,"[0.8827178950411565, 0.719560878295105]",2,2
5580,"[0.38335326655270796, 0.24900199604949116]",30,59
873,"[0.580580056804301, 0.8737524949865195]",6,10
899,"[0.42878232919377285, 0.8557884231327798]",28,55
5192,"[0.2972978023549514, 0.6012974050984324]",22,44
4207,"[0.5276947226798991, 0.588323353334071]",4,7
4666,"[0.6696628793497738, 0.3133732535431198]",8,2
5541,"[0.3105097921933082, 0.3133732535431198]",29,58
3885,"[0.5675736283390859, 0.7430139721337008]",2,2
5410,"[0.2289206159419815, 0.5518962076602013]",24,46
5749,"[0.3309911795406258, 0.3188622754570635]",28,55
3113,"[0.5267603528212962, 0.8138722555449663]",19,38
5953,"[0.3665159216592535, 0.048403193647275265]",27,54
3486,"[0.35679847511119256, 0.8418163672229003]",25,49
1166,"[0.4340334878086821, 0.5833333333156052]",28,55
4380,"[0.31099566452137517, 0.4321357286352702]",32,62
2028,"[0.5937733592438924, 0.8288423154585389]",23,45
5809,"[0.5431865749684672, 0.3802395209396126]",5,8
792,"[0.4666429959589081, 0.8063872256236363]",25,48
5603,"[0.4800231723728758, 0.34530938123582644]",9,17
3584,"[0.40196591418281946, 0.7480039920812542]",30,60
2688,"[0.7311817910000664, 0.5613772455180053]",2,2
701,"[0.5907460008961762, 0.6082834331951971]",26,52
5220,"[0.3119674091775091, 0.4865269460210547]",9,17
3949,"[0.5367394229255169, 0.7539920159615884]",12,23
5194,"[0.2830953804749734, 0.605788423150508]",26,50
2165,"[0.6519846015782653, 0.757984031976361]",9,17
2210,"[0.6209261474060674, 0.8293413174249293]",7,13
4088,"[0.40340484376825486, 0.9221556886337947]",23,45
1525,"[0.824917775453067, 0.7175648702877186]",12,22
4313,"[0.4814994767558421, 0.5768463073979683]",17,33
1961,"[0.714307071309081, 0.6472055888428435]",2,2
5552,"[0.5882605770595452, 0.19011976054071877]",2,6
4172,"[0.5086522649047389, 0.6472055888428435]",15,29
3494,"[0.3088466138359657, 0.8522954092262224]",30,59
4037,"[0.4253812228973042, 0.7360279440369362]",17,32
3879,"[0.3160225743776555, 0.7884231536280717]",32,63
2140,"[0.433715802056226, 0.8822355290533677]",28,55
4700,"[0.4351921064391923, 0.34131736536287866]",28,55
771,"[0.5901106293912639, 0.8068862275900266]",8,14
5115,"[0.17482060099077318, 0.8078842315228073]",28,55
3310,"[0.40559126925119526, 0.6656686627338859]",28,55
2049,"[0.6911160113532252, 0.808882235597413]",3,5
56,"[0.7475519509642193, 0.620758482993168]",8,14
116,"[0.46434444609665326, 0.5374251497130191]",32,62
4646,"[0.5112124383231536, 0.4211576846655578]",23,45
2288,"[0.443208999845658, 0.861277445117636]",30,59
4254,"[0.4881895649561868, 0.5703592815512438]",4,6
2460,"[0.1969464792966678, 0.7739520958227143]",28,54
3514,"[0.5463447451075416, 0.8782435129676825]",9,17
4422,"[0.35266856031598437, 0.37524950106297167]",32,63
439,"[0.6758110330390334, 0.5189620758928891]",19,38
3392,"[0.4384250261600502, 0.7275449102537379]",20,39
1728,"[0.674017042903611, 0.8682634730725758]",24,47
4799,"[0.5928576767840549, 0.3592814371457059]",2,2
1326,"[0.6502279862403737, 0.7265469061791322]",30,58
2127,"[0.4940013454942248, 0.8752495010275154]",20,39
1551,"[0.6285319180662498, 0.7045908183815324]",31,62
1585,"[0.6978808491486317, 0.6886227544642666]",28,55
2380,"[0.4319591867183344, 0.7435129741000912]",32,62
2019,"[0.6618515473164498, 0.8263473054138498]",14,28
483,"[0.7344147107209242, 0.625748503011634]",12,26
2703,"[0.6288496038187059, 0.5913173653451506]",14,26
4017,"[0.3863619375016587, 0.6012974050984324]",31,62
5745,"[0.365207803851898, 0.3008982036742363]",22,44
2040,"[0.5132867394267795, 0.8208582834289936]",31,62
1811,"[0.7088129765234992, 0.5863273453266847]",19,37
2108,"[0.580580056804301, 0.8642714571287156]",7,14
5303,"[0.40923531170505834, 0.5738522953868888]",9,17
2754,"[0.5213596950162633, 0.8238522954400731]",24,46
922,"[0.9322955598761951, 0.5189620758928891]",6,11
1428,"[0.61128345043979, 0.6556886227678668]",32,62
672,"[0.7612124383331123, 0.5973053892254847]",8,2
2207,"[0.6401741665410913, 0.8283433133503237]",5,10
2373,"[0.46959560472484074, 0.7370259481115419]",28,55
4008,"[0.46152264912207874, 0.596307385292704]",25,49
3589,"[0.37662580355483233, 0.7490019960140349]",32,62
188,"[0.8435864852661966, 0.5479041916454287]",8,15
2158,"[0.7058416803720793, 0.7470059880066486]",3,4
4461,"[0.3177231275192508, 0.23602794414330489]",30,59
1478,"[0.8653199282378515, 0.5898203593041546]",6,11
2247,"[0.6593100612968006, 0.8468063872413663]",4,4
1803,"[0.7794326506157058, 0.582335329311912]",9,17
1513,"[0.9179249514073281, 0.6911177645089557]",2,3
3740,"[0.3792981013525615, 0.8632734531250223]",20,39
2612,"[0.7789467782876388, 0.7350299401041555]",7,14
4359,"[0.43063238152549166, 0.4426147704258549]",20,39
4112,"[0.6189639706950342, 0.4471057884070179]",3,6
237,"[0.7146247570615372, 0.5863273453266847]",14,26
4016,"[0.3937060846189594, 0.602295409173038]",31,61
3621,"[0.3737853191814924, 0.6826347305839324]",26,52
2664,"[0.6433510240656528, 0.7005988024376721]",15,29
3506,"[0.5979593362221188, 0.8517964071889196]",3,4
2671,"[0.5969875915659849, 0.7060878243516159]",22,42
2697,"[0.6706719988034386, 0.5828343313492148]",7,13
2491,"[0.25095305725404893, 0.5114770459006466]",12,23
1445,"[0.8245253401055491, 0.6387225549178203]",13,26
1929,"[0.7183622365092275, 0.5833333333156052]",9,17
3772,"[0.4356966661660247, 0.6881237524978762]",12,23
4382,"[0.30458588727595576, 0.4291417164823658]",32,62
3898,"[0.47942517566549436, 0.7799401198448733]",9,17
2679,"[0.552137838233536, 0.6871257485650955]",28,55
4845,"[0.6638324114129703, 0.4406187625602935]",2,2
419,"[0.548325609204062, 0.6497005987457077]",32,62
1703,"[0.6327926446395379, 0.7694610778415513]",31,62
5555,"[0.5654058902681891, 0.20009980043582554]",5,8
2419,"[0.33454178501393983, 0.7629740519948268]",28,55
5017,"[0.4446853042286243, 0.5074850299567863]",17,33
3778,"[0.3823254597135559, 0.698103792392983]",20,39
5242,"[0.18289355658025697, 0.5583832335069259]",28,55
5316,"[0.2877111675849704, 0.6177644711239135]",24,47
4234,"[0.3286552548941182, 0.620758482993168]",28,55
438,"[0.6844259231528805, 0.5174650698518931]",19,37
4732,"[0.48381671400358417, 0.3547904192354553]",17,33
1437,"[0.8830355808068909, 0.6217564870677738]",6,11
3779,"[0.3735050082265671, 0.6996007984339789]",22,42
5750,"[0.32403946778412124, 0.32335329343822655]",28,54
5168,"[0.12941022574847372, 0.8792415169004633]",32,62
535,"[0.733517715646574, 0.6541916167977831]",10,19
822,"[0.5834205411909192, 0.690119760576175]",7,13
1849,"[0.6425287785863643, 0.6946107784864256]",20,39
1572,"[0.7978957990689719, 0.6831337325503228]",15,29
4984,"[0.4692031693773228, 0.5019960080428426]",23,44
3640,"[0.5083719539498136, 0.7420159680590952]",4,6
1418,"[0.6684108237387146, 0.6711576846478297]",29,57
1564,"[0.856779787705788, 0.673652694550694]",7,14
176,"[0.6270369262977962, 0.6247504990788532]",26,51
5526,"[0.4178502018189054, 0.27944111777211433]",17,32
1996,"[0.46060696666224116, 0.6776447105654666]",32,62
5234,"[0.21750261623904713, 0.49001996014034943]",23,45
4949,"[0.42952982507799964, 0.5314371257617725]",27,54
5388,"[0.37073927343501073, 0.5189620758928891]",4,6
1543,"[0.6806510689209375, 0.7410179640554021]",29,58
2622,"[0.6978247869656136, 0.7385229540816254]",20,39
1434,"[0.9036290925335229, 0.6152694610792243]",3,5
3882,"[0.30140902975139416, 0.7954091816539238]",32,63
3571,"[0.4902078038502382, 0.7435129741000912]",20,39
1647,"[0.6968530423094796, 0.6526946107567873]",29,57
631,"[0.8168261324515396, 0.7295409181902117]",2,2
910,"[0.3793915383463887, 0.8383233532454305]",31,62
3274,"[0.6503587980184536, 0.6087824351615875]",8,2
1926,"[0.7422447301530137, 0.5713572854840245]",7,13
5433,"[0.4341829869855275, 0.49800399209898233]",2,4
5412,"[0.21682986993660391, 0.5628742515590013]",25,48
4698,"[0.4462924203896705, 0.33632734534441283]",26,52
5650,"[0.45216026311072666, 0.27544910175734166]",14,26
5019,"[0.42786664673393526, 0.5109780439342562]",20,39
4647,"[0.5053819703996283, 0.4231536926020317]",24,47
2566,"[0.2598856331336304, 0.5813373253791313]",2,2
4327,"[0.37464493944503363, 0.5933133732816245]",29,58
620,"[0.5901106293912639, 0.644211576831764]",30,60
4742,"[0.4139445358088825, 0.36377245512686895]",25,49
217,"[0.5728434743527606, 0.5783433133680518]",30,60
4501,"[0.31955449245220413, 0.3612774450821798]",29,57
5111,"[0.1919382568391529, 0.787425149695291]",27,54
4127,"[0.5242562415858996, 0.4550898203656508]",15,28
2237,"[0.43631335027217155, 0.84131736525651]",30,60
5128,"[0.3387277619921662, 0.7225548903061845]",2,4
5961,"[0.3098183584920996, 0.06387225552723824]",32,62
5917,"[0.31488264314591086, 0.20309381230508014]",30,59
2994,"[0.7243235162108327, 0.6966067864228994]",2,2
2488,"[0.269902078035382, 0.5164670658481999]",9,17
461,"[0.547522051123539, 0.5254491018814385]",32,63
4881,"[0.6383241142093724, 0.45309381242917696]",2,4
2008,"[0.7364516370137412, 0.8278443113839333]",4,7
3466,"[0.5096987591559345, 0.82285429143638]",6,11
268,"[0.7948497533224903, 0.6536926148313928]",7,13
4277,"[0.3364852743262076, 0.5923153692070189]",25,48
1522,"[0.8485947077237116, 0.7090818363626954]",9,16
3668,"[0.3031469576905203, 0.7769461078337938]",30,59
818,"[0.6054529825029866, 0.6861277445614024]",4,7
4050,"[0.32110554641695405, 0.7450099800701747]",28,55
5795,"[0.3152563910946633, 0.13323353296842025]",31,61
2901,"[0.6605060547115634, 0.7939121756838403]",31,62
3214,"[0.33768126775424867, 0.8667664671024922]",26,51
3660,"[0.3523134997792755, 0.7774451098001842]",25,48
5271,"[0.3498841381389407, 0.5818363273455217]",15,29
1292,"[0.8165271340978488, 0.7140718563811612]",6,10
2,"[0.9614292121348906, 0.6846307385204063]",2,2
3112,"[0.5352257437582979, 0.8133732534367512]",19,36
1753,"[0.7151853789713877, 0.710079840437301]",7,10
3226,"[0.27842353116868007, 0.8637724551623251]",32,62
4006,"[0.4803782329228628, 0.5933133732816245]",23,44
4167,"[0.5501009119407191, 0.6482035929174491]",9,17
1104,"[0.601080131550384, 0.7639720558566951]",4,8
562,"[0.6096202720824475, 0.620758482993168]",29,57
4273,"[0.3616011361955658, 0.5863273453266847]",21,41
3342,"[0.5087083271010352, 0.6776447105654666]",15,29
881,"[0.5321983854105817, 0.87075848297544]",12,23
1788,"[0.5019995515019251, 0.6846307385204063]",32,62
1009,"[0.8083981163120687, 0.5803393214463506]",2,3
5660,"[0.3714493945217066, 0.2979041916631568]",25,49
5553,"[0.581420989682355, 0.192614770443583]",4,6
1427,"[0.6161234863216942, 0.658183632670731]",32,63
1121,"[0.47834130661676777, 0.787425149695291]",20,39
2167,"[0.6364179996946355, 0.7604790419501377]",11,22
2633,"[0.6146845567362588, 0.7390219561898406]",30,59
1196,"[0.6082374046933084, 0.7869261477289006]",13,26
2462,"[0.1838653012363909, 0.7749500998264075]",29,57
3040,"[0.4980378232956058, 0.7485029940476445]",30,59
4412,"[0.40084467034984017, 0.371257485048199]",27,54
1331,"[0.6203842128817041, 0.719560878295105]",32,63
3074,"[0.5716474809379978, 0.6936127744118199]",21,41
4595,"[0.7112610255625994, 0.3118762475021238]",6,10
5221,"[0.3047914486490974, 0.4855289421591864]",10,20
5558,"[0.5439901330489904, 0.20009980043582554]",7,14
1421,"[0.6489759306293146, 0.6671656687039694]",30,59
3951,"[0.5232471221322348, 0.7544910179279787]",14,28
2180,"[0.5357303034851303, 0.7704590818452445]",24,47
5174,"[0.43706084616967655, 0.5713572854840245]",4,7
1722,"[0.7257063836132499, 0.8762475050312086]",17,33
1232,"[0.8174988787539827, 0.576347305431578]",6,11
397,"[0.6775302735793941, 0.6891217565015694]",19,36
5963,"[0.29727911496946413, 0.06586826346371213]",32,62
2473,"[0.361432949619955, 0.5109780439342562]",8,15
5280,"[0.28262819554567187, 0.602295409173038]",24,48
4032,"[0.46942741814922995, 0.7345309382086775]",10,19
1536,"[0.7365637613930556, 0.7340319362422872]",24,47
3067,"[0.6229256989013534, 0.6881237524978762]",15,26
5013,"[0.47815443264239155, 0.5039920159793164]",12,22
1960,"[0.7211466586862711, 0.6467065868764531]",2,2
614,"[0.6180296008364311, 0.6576846307752531]",28,55
291,"[0.5889706981595192, 0.6516966068240065]",31,62
3489,"[0.3349715951589886, 0.8443113772675895]",27,54
991,"[0.6458738226865366, 0.48303393218540974]",24,47
2290,"[0.4341456122012748, 0.8602794411139428]",30,60
4769,"[0.5165757213306555, 0.3088822354910443]",8,16
5955,"[0.35179025265367764, 0.0528942116284383]",28,55
2536,"[0.25356929286875995, 0.5074850299567863]",11,22
651,"[0.6869487217737643, 0.718063872254109]",19,37
1560,"[0.8846053221704062, 0.6726546906179133]",4,6
488,"[0.7071684855649221, 0.6287425150227134]",17,33
5692,"[0.3637314994689317, 0.33632734534441283]",15,28
1773,"[0.5793280011932419, 0.7075848303926119]",25,49
1679,"[0.8035954552276955, 0.7909181636727608]",15,29
346,"[0.6948348034021501, 0.5658682634991684]",13,26
1314,"[0.7182501121166348, 0.7125748503401652]",21,42
2430,"[0.42896920316814907, 0.782934131714128]",2,2
3694,"[0.40121841829859267, 0.901197604839888]",15,29
853,"[0.4189714456651629, 0.6976047904265926]",29,58
3143,"[0.5433734489428435, 0.6656686627338859]",4,6
93,"[0.6799035730234325, 0.5444111776679588]",9,17
3726,"[0.49338466138807796, 0.8478043912450594]",4,8
3974,"[0.39542532515932005, 0.7619760479202212]",30,59
5313,"[0.31450889519715836, 0.6047904192177272]",22,42
795,"[0.4509642696959638, 0.8058882235863335]",28,54
5863,"[0.43463148452934175, 0.192614770443583]",18,34
4409,"[0.42345642098380176, 0.3657684630633428]",27,52
2459,"[0.20440275078000475, 0.7754491017927979]",28,54
5484,"[0.36083495289929535, 0.3038922155434909]",11,22
2839,"[0.26678128270711676, 0.7285429141865186]",22,44
703,"[0.5790850650358474, 0.6092814371988903]",28,55
1775,"[0.5678165645097585, 0.7050898204897476]",27,54
4660,"[0.43496785768056334, 0.4326347306016606]",32,62
4229,"[0.3624794438578725, 0.6157684630456147]",25,49
2383,"[0.4191583196129828, 0.7425149701673105]",32,62
3533,"[0.4088055015732877, 0.8972055889669402]",28,55
3245,"[0.5852892809081253, 0.6182634730903038]",14,26
4555,"[0.805576319324216, 0.3488023952132963]",3,6
5039,"[0.5380101659486197, 0.4915169660395205]",8,2
1526,"[0.8170503812234466, 0.7205588822278857]",13,24
3465,"[0.516949469279408, 0.821357285395384]",4,7
2542,"[0.20600986694105097, 0.5094810378932602]",19,46
3487,"[0.3491179548559485, 0.8423153693311156]",26,51
5736,"[0.41955075497377886, 0.29241516974921306]",14,26
431,"[0.7456271490507169, 0.5084830339604794]",9,17
5952,"[0.37430856629381204, 0.04640718571080138]",26,52
5432,"[0.440854387800385, 0.4950099800879028]",2,2
3188,"[0.5121654955938002, 0.856786427136473]",4,6
2275,"[0.5054193451971591, 0.8607784430803332]",20,40
3850,"[0.5257512333676314, 0.7629740519948268]",6,11
3970,"[0.4096838092355944, 0.7599800399837473]",28,55
4758,"[0.5895873822656661, 0.27944111777211433]",8,2
5658,"[0.3883801764089883, 0.29041916167091425]",23,45
1740,"[0.5746374644881831, 0.8478043912450594]",32,62
1129,"[0.4306136941267262, 0.7929141716092347]",28,54
3373,"[0.5850276573386872, 0.6986027943593733]",2,2
3108,"[0.568863058747676, 0.8108782435338868]",13,26
4854,"[0.5918672447291555, 0.46606786433536324]",11,21
2274,"[0.510296755863316, 0.8602794411139428]",20,38
5640,"[0.5313761399312932, 0.2589820360155104]",4,6
633,"[0.8055389445266851, 0.7290419162238214]",2,3
578,"[0.8216848557322091, 0.6866267464568803]",2,2
3394,"[0.4214942442860467, 0.7290419162238214]",22,43
1081,"[0.4943750934296991, 0.5613772455180053]",24,48
5376,"[0.2082897294045404, 0.6846307385204063]",30,62
5862,"[0.4423120047845858, 0.19211576847719264]",16,32
2539,"[0.23004185976168257, 0.5094810378932602]",15,29
3935,"[0.6261773060209768, 0.7490019960140349]",2,2
5010,"[0.5031955449166879, 0.5014970059346273]",9,17
1856,"[0.5935864852695162, 0.7020958083368432]",26,51
1918,"[0.8018388398765257, 0.5379241516794094]",8,2
3018,"[0.6136567498838286, 0.7145708583475516]",15,29
984,"[0.6855097921883289, 0.47954091820793987]",19,34
2379,"[0.4367805352014731, 0.7430139721337008]",31,62
1676,"[0.8262072058616571, 0.7864271457625103]",11,21
786,"[0.5015323665726236, 0.8063872256236363]",20,39
4652,"[0.4770518762081777, 0.43113772456066457]",28,54
1974,"[0.6170765435790627, 0.6621756487564161]",14,26
501,"[0.6359695021640994, 0.6322355289292708]",27,54
2540,"[0.2220810285515132, 0.5094810378932602]",16,31
5382,"[0.4102444311587231, 0.49301397215142895]",2,2
2118,"[0.533058005674123, 0.8667664671024922]",15,29
1362,"[0.7483928838289952, 0.7090818363626954]",20,39
293,"[0.5777956346272574, 0.6387225549178203]",31,62
2339,"[0.7012445806475696, 0.698103792392983]",2,2
3376,"[0.5628083420522435, 0.7060878243516159]",3,6
1683,"[0.7738451188495749, 0.7944111776502307]",19,38
